Exchange,Symbol,Name,Country,Sector,Industry
NASDAQ,STWOU,ACON S2 Acquisition Corp. Unit,United States,Finance,Business Services
NASDAQ,STWOW,ACON S2 Acquisition Corp. Warrant,United States,Miscellaneous,Industrial Machinery/Components
NASDAQ,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Ireland,Technology,Electronic Components
NASDAQ,STXB,Spirit of Texas Bancshares Inc. Common Stock,United States,Finance,Commercial Banks
NASDAQ,SUMO,Sumo Logic Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
NASDAQ,SUMR,Summer Infant Inc. Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services
NASDAQ,SUNS,SLR Senior Investment Corp. Common Stock,United States,Finance,Finance/Investors Services
NASDAQ,SUNW,Sunworks Inc. Common Stock,United States,Technology,Semiconductors
NASDAQ,SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SURF,Surface Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SV,Spring Valley Acquisition Corp. Class A Ordinary Share,United States,Finance,Business Services
NASDAQ,SVBI,Severn Bancorp Inc,United States,Finance,Major Banks
NASDAQ,SVC,Service Properties Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts
NASDAQ,SVFA,SVF Investment Corp. Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,SVFAU,SVF Investment Corp. Unit,United States,Finance,Business Services
NASDAQ,SVFAW,SVF Investment Corp. Warrant,United States,Finance,Business Services
NASDAQ,SVFB,SVF Investment Corp. 2 Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,SVFC,SVF Investment Corp. 3 Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,SVRA,Savara Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SVSVW,Spring Valley Acquisition Corp. Warrant,United States,Finance,Business Services
NASDAQ,SVVC,Firsthand Technology Value Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
NASDAQ,SWAV,ShockWave Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,SWBI,Smith & Wesson Brands Inc. Common Stock,United States,Consumer Non-Durables,Ordnance And Accessories
NASDAQ,SWIM,Latham Group Inc. Common Stock,United States,Capital Goods,Engineering & Construction
NASDAQ,SWIR,Sierra Wireless Inc. Common Stock,Canada,Basic Industries,Metal Fabrications
NASDAQ,SWKH,SWK Holdings Corporation Common Stock,United States,Finance,Finance/Investors Services
NASDAQ,SWKS,Skyworks Solutions Inc. Common Stock,United States,Technology,Semiconductors
NASDAQ,SWTX,SpringWorks Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SYBT,Stock Yards Bancorp Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,SYBX,Synlogic Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States,Technology,Computer peripheral equipment
NASDAQ,SYNH,Syneos Health Inc. Class A Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ,SYNL,Synalloy Corporation Common Stock,United States,Basic Industries,Steel/Iron Ore
NASDAQ,SYPR,Sypris Solutions Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
NASDAQ,SYRS,Syros Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SYTA,Siyata Mobile Inc. Common Shares,Canada,Basic Industries,Metal Fabrications
NASDAQ,SYTAW,Siyata Mobile Inc. Warrant,Canada,Basic Industries,Metal Fabrications
NASDAQ,TA,TravelCenters of America Inc. Common Stock,United States,Consumer Services,Food Chains
NASDAQ,TACO,Del Taco Restaurants Inc. Common Stock,United States,Consumer Services,Restaurants
NASDAQ,TACT,TransAct Technologies Incorporated Common Stock,United States,Technology,Computer peripheral equipment
NASDAQ,TAIT,Taitron Components Incorporated Class A Common Stock,United States,Technology,Electronic Components
NASDAQ,TALK,Talkspace Inc. Common Stock,United States,Health Care,Managed Health Care
NASDAQ,TALKW,Talkspace Inc. Warrant,United States,Health Care,Managed Health Care
NASDAQ,TALS,Talaris Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TANNI,TravelCenters of America Inc. 8.25% Senior Notes due 2028,United States,Consumer Services,Food Chains
NASDAQ,TANNL,TravelCenters of America Inc. 8.00% Senior Notes due 2029,United States,Consumer Services,Food Chains
NASDAQ,TANNZ,TravelCenters of America Inc. 8.00% Senior Notes due 2030,United States,Consumer Services,Food Chains
NASDAQ,TARA,Protara Therapeutics Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TARS,Tarsus Pharmaceuticals Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,TASK,TaskUs Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
NASDAQ,TAST,Carrols Restaurant Group Inc. Common Stock,United States,Consumer Services,Restaurants
NASDAQ,TATT,TAT Technologies Ltd. Ordinary Shares,Israel,Capital Goods,Aerospace
NASDAQ,TAYD,Taylor Devices Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
NASDAQ,TBBK,The Bancorp Inc Common Stock,United States,Finance,Major Banks
NASDAQ,TBK,Triumph Bancorp Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,TBKCP,Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
NASDAQ,TBLA,Taboola.com Ltd. Ordinary Shares,Israel,Finance,Business Services
NASDAQ,TBLAW,Taboola.com Ltd. Warrant,Israel,Finance,Business Services
NASDAQ,TBLT,ToughBuilt Industries Inc. Common Stock,United States,Capital Goods,Diversified Manufacture
NASDAQ,TBLTW,ToughBuilt Industries Inc. Warrant,United States,Capital Goods,Diversified Manufacture
NASDAQ,TBNK,Territorial Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
NASDAQ,TBPH,Theravance Biopharma Inc. Ordinary Shares,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TBSA,TB SA Acquisition Corp Class A Ordinary Share,Cayman Islands,Finance,Business Services
NASDAQ,TCAC,Tuatara Capital Acquisition Corporation Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,TCACU,Tuatara Capital Acquisition Corporation Unit,United States,Finance,Business Services
NASDAQ,TCACW,Tuatara Capital Acquisition Corporation Warrant,United States,Finance,Business Services
NASDAQ,TCBC,TC Bancshares Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,TCBI,Texas Capital Bancshares Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
NASDAQ,TCBK,TriCo Bancshares Common Stock,United States,Finance,Major Banks
NASDAQ,TCBS,Texas Community Bancshares Inc. Common Stock,United States,Finance,Banks
NASDAQ,TCDA,Tricida Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TCFC,The Community Financial Corporation Common Stock,United States,Finance,Major Banks
NASDAQ,TCMD,Tactile Systems Technology Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,TCON,TRACON Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,TCPC,BlackRock TCP Capital Corp. Common Stock,United States,Finance,Finance/Investors Services
NASDAQ,TCRR,TCR2 Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TCRX,TScan Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TCVA,TCV Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,TCX,Tucows Inc. Class A Common Stock,Canada,Technology,EDP Services
NASDAQ,TDUP,ThredUp Inc. Class A Common Stock,United States,Consumer Non-Durables,Department/Specialty Retail Stores
NASDAQ,TEAM,Atlassian Corporation Plc Class A Ordinary Shares,United Kingdom,Technology,Computer Software: Prepackaged Software
NASDAQ,TECH,Bio-Techne Corp Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,Finance,Commercial Banks
NASDAQ,TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,TEKKU,Tekkorp Digital Acquisition Corp. Unit,United States,Finance,Business Services
NASDAQ,TEKKW,Tekkorp Digital Acquisition Corp. Warrant,United States,Finance,Business Services
NASDAQ,TELA,TELA Bio Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,TELL,Tellurian Inc. Common Stock,United States,Energy,Oil & Gas Production
NASDAQ,TENB,Tenable Holdings Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,TENX,Tenax Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ,TER,Teradyne Inc. Common Stock,United States,Capital Goods,Electrical Products
NASDAQ,TERN,Terns Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TESS,TESSCO Technologies Incorporated Common Stock,United States,Capital Goods,Telecommunications Equipment
NASDAQ,TFFP,TFF Pharmaceuticals Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,TFSL,TFS Financial Corporation Common Stock,United States,Finance,Savings Institutions
NASDAQ,TGTX,TG Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TH,Target Hospitality Corp. Common Stock,United States,Energy,Oil & Gas Production
NASDAQ,THFF,First Financial Corporation Indiana Common Stock,United States,Finance,Major Banks
NASDAQ,THMO,ThermoGenesis Holdings Inc. Common Stock,United States,Capital Goods,Medical Specialities
NASDAQ,THRM,Gentherm Inc Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
NASDAQ,THRY,Thryv Holdings Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
NASDAQ,THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,United States,Energy,Oil & Gas Production
NASDAQ,TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,Public Utilities,Telecommunications Equipment
NASDAQ,TIL,Instil Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TIOA,Tio Tech A Class A Ordinary Share,Germany,Finance,Business Services
NASDAQ,TIOAU,Tio Tech A Units,Germany,Finance,Business Services
NASDAQ,TIOAW,Tio Tech A Warrants,Germany,Finance,Business Services
NASDAQ,TIPT,Tiptree Inc. Common Stock,United States,Finance,Accident &Health Insurance
NASDAQ,TKNO,Alpha Teknova Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,TLC,Taiwan Liposome Company Ltd. American Depository Shares,Taiwan,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TLGT,Teligent Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,TLIS,Talis Biomedical Corporation Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,TLMD,SOC Telemed Inc. Class A Common Stock,United States,Health Care,Managed Health Care
NASDAQ,TLMDW,SOC Telemed Inc. Warrants,United States,Health Care,Managed Health Care
NASDAQ,TLRY,Tilray Inc. Class 2 Common Stock ,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TLS,Telos Corporation Common Stock,United States,Technology,EDP Services
NASDAQ,TLSA,Tiziana Life Sciences plc American Depository Share,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TMCI,Treace Medical Concepts Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,TMCWW,TMC the metals company Inc. Warrants,Canada,Finance,Business Services
NASDAQ,TMDX,TransMedics Group Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,TMPM,Turmeric Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,TMPMU,Turmeric Acquisition Corp. Unit,United States,Finance,Business Services
NASDAQ,TMPMW,Turmeric Acquisition Corp. Warrant,United States,Finance,Business Services
NASDAQ,TMUS,T-Mobile US Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment
NASDAQ,TNDM,Tandem Diabetes Care Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TNYA,Tenaya Therapeutics Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,TOPS,TOP Ships Inc. Common Stock,Greece,Transportation,Marine Transportation
NASDAQ,TOWN,TowneBank Common Stock,United States,Finance,Major Banks
NASDAQ,TPIC,TPI Composites Inc. Common Stock,United States,Technology,Industrial Machinery/Components
NASDAQ,TPST,Tempest Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TPTX,Turning Point Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TREE,LendingTree Inc. Common Stock,United States,Finance,Finance: Consumer Services
NASDAQ,TRHC,Tabula Rasa HealthCare Inc. Common Stock,United States,Health Care,Medical/Nursing Services
NASDAQ,TRIB,Trinity Biotech plc American Depositary Shares,Ireland,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ,TRIN,Trinity Capital Inc. Common Stock,United States,Finance,Finance/Investors Services
NASDAQ,TRIT,Triterras Inc. Class A Ordinary Shares,Singapore,Technology,EDP Services
NASDAQ,TRITW,Triterras Inc. Warrant,Singapore,Technology,EDP Services
NASDAQ,TRKA,Troika Media Group Inc. Common Stock,United States,Technology,Advertising
NASDAQ,TRKAW,Troika Media Group Inc. Warrant,United States,Technology,Advertising
NASDAQ,TRMB,Trimble Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
NASDAQ,TRMD,TORM plc Class A Common Stock,United Kingdom,Consumer Services,Marine Transportation
NASDAQ,TRMK,Trustmark Corporation Common Stock,United States,Finance,Major Banks
NASDAQ,TRMT,Tremont Mortgage Trust Common Shares of Beneficial Interest,United States,Consumer Services,Real Estate Investment Trusts
NASDAQ,TRNS,Transcat Inc. Common Stock,United States,Technology,Industrial Machinery/Components
NASDAQ,TRON,Corner Growth Acquisition Corp. 2 Class A Ordinary Share,United States,Finance,Business Services
NASDAQ,TROW,T. Rowe Price Group Inc. Common Stock,United States,Finance,Investment Managers
NASDAQ,TRS,TriMas Corporation Common Stock,United States,Technology,Industrial Machinery/Components
NASDAQ,TRST,TrustCo Bank Corp NY Common Stock,United States,Finance,Major Banks
NASDAQ,TRUP,Trupanion Inc. Common Stock,United States,Health Care,Medical Specialities
NASDAQ,TRVG,trivago N.V. American Depositary Shares,Germany,Technology,EDP Services
NASDAQ,TRVI,Trevi Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TRVN,Trevena Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TSBK,Timberland Bancorp Inc. Common Stock,United States,Finance,Banks
NASDAQ,TSC,TriState Capital Holdings Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,TSCAP,TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd Stock,United States,Finance,Major Banks
NASDAQ,TSCBP,TriState Capital Holdings Inc. Depositary Share representing a 1/40th Interest in a Share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
NASDAQ,TSCO,Tractor Supply Company Common Stock,United States,Consumer Services,Other Specialty Stores
NASDAQ,TSEM,Tower Semiconductor Ltd. Ordinary Shares,Israel,Technology,Semiconductors
NASDAQ,TSHA,Taysha Gene Therapies Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TSLA,Tesla Inc. Common Stock,United States,Capital Goods,Auto Manufacturing
NASDAQ,TSP,TuSimple Holdings Inc. Class A Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks
NASDAQ,TSRI,TSR Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,TTCF,Tattooed Chef Inc Class A Common Stock,United States,Consumer Non-Durables,Farming/Seeds/Milling
NASDAQ,TTD,The Trade Desk Inc. Class A Common Stock,United States,Technology,EDP Services
NASDAQ,TTEC,TTEC Holdings Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
NASDAQ,TTEK,Tetra Tech Inc. Common Stock,United States,Consumer Services,Military/Government/Technical
NASDAQ,TTMI,TTM Technologies Inc. Common Stock,United States,Technology,Electrical Products
NASDAQ,TTNP,Titan Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,TTOO,T2 Biosystems Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ,TTSH,Tile Shop Holdings Inc. Common Stock,United States,Consumer Services,Other Specialty Stores
NASDAQ,TTWO,Take-Two Interactive Software Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,TUEM,Tuesday Morning Corp. Common Stock,United States,Miscellaneous,Diversified Commercial Services
NASDAQ,TUGC,TradeUP Global Corporation Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,TUGCU,TradeUP Global Corporation Unit,United States,Finance,Business Services
NASDAQ,TUGCW,TradeUP Global Corporation Warrant,United States,Finance,Business Services
NASDAQ,TURN,180 Degree Capital Corp. Common Stock,United States,Finance,Finance/Investors Services
NASDAQ,TUSK,Mammoth Energy Services Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NASDAQ,TVTX,Travere Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TVTY,Tivity Health Inc. Common Stock,United States,Health Care,Medical Specialities
NASDAQ,TW,Tradeweb Markets Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NASDAQ,TWCB,Bilander Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
NASDAQ,TWIN,Twin Disc Incorporated Common Stock,United States,Capital Goods,Industrial Machinery/Components
NASDAQ,TWNK,Hostess Brands Inc. Class A Common Stock,United States,Consumer Non-Durables,Specialty Foods
NASDAQ,TWNKW,Hostess Brands Inc. Warrants,United States,Consumer Non-Durables,Specialty Foods
NASDAQ,TWOU,2U Inc. Common Stock,United States,Miscellaneous,Service to the Health Industry
NASDAQ,TWST,Twist Bioscience Corporation Common Stock,United States,Health Care,Managed Health Care
NASDAQ,TXG,10x Genomics Inc. Class A Common Stock,United States,Health Care,Managed Health Care
NASDAQ,TXMD,TherapeuticsMD Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TXN,Texas Instruments Incorporated Common Stock,United States,Technology,Semiconductors
NASDAQ,TXRH,Texas Roadhouse Inc. Common Stock,United States,Consumer Services,Restaurants
NASDAQ,TYME,Tyme Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TYRA,Tyra Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,TZOO,Travelzoo Common Stock,United States,Technology,EDP Services
NASDAQ,TZPS,TZP Strategies Acquisition Corp. Class A Ordinary Share,United States,Finance,Business Services
NASDAQ,TZPSU,TZP Strategies Acquisition Corp. Unit,United States,Finance,Business Services
NASDAQ,TZPSW,TZP Strategies Acquisition Corp. Warrant,United States,Finance,Business Services
NASDAQ,UAL,United Airlines Holdings Inc. Common Stock,United States,Transportation,Air Freight/Delivery Services
NASDAQ,UBCP,United Bancorp Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,UBFO,United Security Bancshares Common Stock,United States,Finance,Major Banks
NASDAQ,UBOH,United Bancshares Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,UBSI,United Bankshares Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,UBX,Unity Biotechnology Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,UCBI,United Community Banks Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,United States,Finance,Major Banks
NASDAQ,UCL,uCloudlink Group Inc. American Depositary Shares,Hong Kong,Consumer Services,Telecommunications Equipment
NASDAQ,UCTT,Ultra Clean Holdings Inc. Common Stock,United States,Technology,Semiconductors
NASDAQ,UEIC,Universal Electronics Inc. Common Stock,United States,Consumer Non-Durables,Consumer Electronics/Appliances
NASDAQ,UEPS,Net 1 UEPS Technologies Inc. Common Stock,South Africa,Technology,EDP Services
NASDAQ,UFCS,United Fire Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
NASDAQ,UFPI,UFP Industries Inc. Common Stock,United States,Basic Industries,Forest Products
NASDAQ,UFPT,UFP Technologies Inc. Common Stock,United States,Capital Goods,Containers/Packaging
NASDAQ,UG,United-Guardian Inc. Common Stock,United States,Consumer Non-Durables,Package Goods/Cosmetics
NASDAQ,UGRO,urban-gro Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
NASDAQ,UHAL,Amerco Common Stock,United States,Miscellaneous,Rental/Leasing Companies
NASDAQ,UIHC,United Insurance Holdings Corp. Common Stock,United States,Finance,Property-Casualty Insurers
NASDAQ,UK,Ucommune International Ltd Ordinary Shares,United States,Miscellaneous,Business Services
NASDAQ,UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,United States,Miscellaneous,Business Services
NASDAQ,ULBI,Ultralife Corporation Common Stock,United States,Technology,Electronic Components
NASDAQ,ULCC,Frontier Group Holdings Inc. Common Stock,United States,Transportation,Air Freight/Delivery Services
NASDAQ,ULH,Universal Logistics Holdings Inc. Common Stock,United States,Transportation,Trucking Freight/Courier Services
NASDAQ,UMBF,UMB Financial Corporation Common Stock,United States,Finance,Commercial Banks
NASDAQ,UMPQ,Umpqua Holdings Corporation Common Stock,United States,Finance,Commercial Banks
NASDAQ,UNAM,Unico American Corporation Common Stock,United States,Finance,Property-Casualty Insurers
NASDAQ,UNB,Union Bankshares Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,UNCY,Unicycive Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,UNIT,Uniti Group Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
NASDAQ,UNTY,Unity Bancorp Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,UONE,Urban One Inc. Class A Common Stock,United States,Consumer Services,Broadcasting
NASDAQ,UONEK,Urban One Inc. Class D Common Stock,United States,Consumer Services,Broadcasting
NASDAQ,UPLD,Upland Software Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,UPST,Upstart Holdings Inc. Common stock,United States,Finance,Finance: Consumer Services
NASDAQ,URBN,Urban Outfitters Inc. Common Stock,United States,Consumer Services,Clothing/Shoe/Accessory Stores
NASDAQ,URGN,UroGen Pharma Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,USAK,USA Truck Inc. Common Stock,United States,Transportation,Trucking Freight/Courier Services
NASDAQ,USAP,Universal Stainless & Alloy Products Inc. Common Stock,United States,Basic Industries,Steel/Iron Ore
NASDAQ,USAU,U.S. Gold Corp. Common Stock,United States,Basic Industries,Precious Metals
NASDAQ,USCB,U.S. Century Bank Class A Common Stock,United States,Finance,Major Banks
NASDAQ,USEG,U.S. Energy Corp. Common Stock,United States,Energy,Oil & Gas Production
NASDAQ,USIO,Usio Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,USLM,United States Lime & Minerals Inc. Common Stock,United States,Energy,Other Metals and Minerals
NASDAQ,USWS,U.S. Well Services Inc. Class A Common Stock,United States,Energy,Oil & Gas Production
NASDAQ,USWSW,U.S. Well Services Inc. Warrants,United States,Energy,Oilfield Services/Equipment
NASDAQ,UTHR,United Therapeutics Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,UTMD,Utah Medical Products Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,UVSP,Univest Financial Corporation Common Stock,United States,Finance,Major Banks
NASDAQ,VABK,Virginia National Bankshares Corporation Common Stock,United States,Finance,Major Banks
NASDAQ,VALU,Value Line Inc. Common Stock,United States,Technology,Advertising
NASDAQ,VAQC,Vector Acquisition Corporation II Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,VBFC,Village Bank and Trust Financial Corp. Common Stock,United States,Finance,Major Banks
NASDAQ,VBLT,Vascular Biogenics Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,VBTX,Veritex Holdings Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,VC,Visteon Corporation Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
NASDAQ,VCEL,Vericel Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,VCKA,Vickers Vantage Corp. I Ordinary Shares,Singapore,Finance,Business Services
NASDAQ,VCKAU,Vickers Vantage Corp. I Unit,Singapore,Finance,Business Services
NASDAQ,VCKAW,Vickers Vantage Corp. I Warrant,Singapore,Finance,Business Services
NASDAQ,VCNX,Vaccinex Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,VCTR,Victory Capital Holdings Inc. Class A Common Stock,United States,Finance,Investment Managers
NASDAQ,VCYT,Veracyte Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,VECO,Veeco Instruments Inc. Common Stock,United States,Technology,Semiconductors
NASDAQ,VECT,VectivBio Holding AG Ordinary Shares,Switzerland,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,VEEE,Twin Vee PowerCats Co. Common Stock,United States,Consumer Services,Other Specialty Stores
NASDAQ,VENA,Venus Acquisition Corporation Ordinary Shares,United States,Finance,Business Services
NASDAQ,VENAR,Venus Acquisition Corporation Rights,United States,Finance,Business Services
NASDAQ,VENAU,Venus Acquisition Corporation Units,United States,Finance,Business Services
NASDAQ,VENAW,Venus Acquisition Corporation Warrant,United States,Finance,Business Services
NASDAQ,VEON,VEON Ltd. ADS,Netherlands,Public Utilities,Telecommunications Equipment
NASDAQ,VERA,Vera Therapeutics Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,VERB,Verb Technology Company Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,VERBW,Verb Technology Company Inc. Warrant,United States,Technology,EDP Services
NASDAQ,VERI,Veritone Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,VERO,Venus Concept Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,VERU,Veru Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,VERV,Verve Therapeutics Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,VERX,Vertex Inc. Class A Common Stock,United States,Technology,EDP Services
